"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"11702","3.16977226","0.00152625","0.31548008","0.57777778","10","6","false","VPS37C","28.6","10","0","0","0.75891419","false","0","VPS37C","32336","0.14791667"
"11722","3.80469289","3.756E-5","0.2628333","0.0","3","7","false","PPCDC","12.33333333","3","0","0","0.68836746","false","0","PPCDC","474","0.33333333"
"11729","3.59765355","1.5724E-4","0.27795895","0.16666667","4","6","false","OSBPL8","20.75","4","0","0","0.71137183","false","0","OSBPL8","2532","0.27739726"
"11758","3.1884058","2.4841E-4","0.31363636","0.13888889","9","6","false","CHP1","25.66666667","9","0","0","0.7568438","false","0","CHP1","5256","0.14457071"
"11762","2.81573499","9.9261E-4","0.35514706","0.14619883","19","6","false","SIAH1","46.36842105","19","0","0","0.79825167","false","0","SIAH1","33302","0.10372905"
"11765","3.31746032","1.2865E-4","0.30143541","0.0952381","7","6","false","FKBP1C","24.71428571","7","0","0","0.74250441","false","0","FKBP1C","3818","0.19314286"
"11769","2.96825397","1.0778E-4","0.3368984","0.35714286","8","6","false","HYAL2","70.5","8","0","0","0.78130511","false","0","HYAL2","4414","0.21007463"
"11774","3.67149758","3.8878E-4","0.27236842","0.32142857","8","7","false","NDST1","11.0","8","0","0","0.70316694","false","0","NDST1","9546","0.19642857"
"11778","3.86611456","0.0","0.25865762","1.0","6","7","false","DSE","12.5","6","0","0","0.68154283","false","0","DSE","0","0.33783784"
"11780","3.7805383","3.2442E-4","0.2645126","0.4","10","7","false","CSGALNACT1","9.3","10","0","0","0.6910513","false","0","CSGALNACT1","6910","0.20681818"
"11782","3.85921325","1.993E-4","0.25912017","0.71428571","7","7","false","CHST13","10.85714286","7","0","0","0.68230964","false","0","CHST13","5176","0.28957529"
"11787","4.32022084","2.983E-5","0.23146965","0.0","2","8","false","SULT1A4","7.5","2","0","0","0.63108657","false","0","SULT1A4","272","0.5"
"11798","3.80538302","3.0819E-4","0.26278564","0.33333333","7","7","false","EXTL3","10.28571429","7","0","0","0.68829078","false","0","EXTL3","4946","0.20833333"
"11803","4.15251898","1.293E-5","0.24081768","0.7","5","7","false","EXT1","9.4","5","0","0","0.64972011","false","0","EXT1","288","0.36153846"
"11811","3.64596273","4.998E-5","0.27427598","0.0","2","7","false","CIR1","22.5","2","0","0","0.70600414","false","0","CIR1","1038","0.5"
"11814","3.79296066","3.958E-5","0.26364629","0.0","4","7","false","TMCC3","8.25","4","0","0","0.68967104","false","0","TMCC3","858","0.25"
"11820","3.97101449","6.039E-5","0.25182482","0.0","2","7","false","CKLF","9.0","2","0","0","0.66988728","false","0","CKLF","1362","0.5"
"11823","3.16011042","0.00131233","0.31644464","0.18181818","12","6","false","DNAJC5","23.75","12","0","0","0.75998773","false","0","DNAJC5","34048","0.13202247"
"11907","2.93305728","2.9512E-4","0.34094118","0.18095238","15","6","false","PTPRJ","52.4","15","0","0","0.78521586","false","0","PTPRJ","12256","0.13755497"
"11929","3.35541753","4.2713E-4","0.2980255","0.45454545","11","6","false","PGLS","22.09090909","11","0","0","0.73828694","false","0","PGLS","8932","0.1981982"
"11932","3.45134576","2.6393E-4","0.28974205","0.0","6","7","false","SH2D3C","15.83333333","6","0","0","0.72762825","false","0","SH2D3C","4970","0.18089431"
"11935","3.95169082","2.522E-5","0.25305623","0.33333333","3","7","false","GPANK1","7.66666667","3","0","0","0.67203435","false","0","GPANK1","322","0.36666667"
"11939","3.58592133","2.929E-4","0.27886836","0.0","5","7","false","CLMN","12.6","5","0","0","0.71267541","false","0","CLMN","9282","0.22307692"
"11942","3.1663216","1.4604E-4","0.31582389","0.2","5","6","false","SERPINB1","71.6","5","0","0","0.7592976","false","0","SERPINB1","5754","0.31365639"
"11945","4.13388544","1.319E-5","0.24190317","0.33333333","3","7","false","SLC43A2","8.0","3","0","0","0.65179051","false","0","SLC43A2","202","0.38333333"
"11950","3.31608006","6.971E-5","0.30156087","0.33333333","3","6","false","CLNK","59.66666667","3","0","0","0.74265777","false","0","CLNK","1822","0.4091954"
"11951","3.46583851","1.75E-5","0.28853047","0.33333333","3","6","false","HM13","26.0","3","0","0","0.72601794","false","0","HM13","462","0.4502924"
"11978","3.56452726","5.32E-6","0.28054211","0.0","2","6","false","DGCR2","33.0","2","0","0","0.71505253","false","0","DGCR2","188","0.51612903"
"11987","3.63216011","0.00149852","0.27531826","0.1","5","6","false","NCKAP5L","10.4","5","0","0","0.70753777","false","0","NCKAP5L","34344","0.20851064"
"12003","5.01035197","0.0","0.19958678","0.0","1","8","false","CMTM1","4.0","1","0","0","0.55440534","false","0","CMTM1","0","0.0"
"12007","3.07867495","0.00179242","0.32481506","0.07692308","14","6","false","SBF2","22.85714286","14","0","0","0.76903612","false","0","SBF2","35068","0.09104215"
"12010","3.20496894","5.497E-4","0.3120155","0.325","16","6","false","PPP1R3B","18.5625","16","0","0","0.75500345","false","0","PPP1R3B","10910","0.11342593"
"12013","3.26432022","4.1435E-4","0.30634249","0.26666667","6","6","false","FBXL5","26.33333333","6","0","0","0.74840886","false","0","FBXL5","7006","0.18309859"
"12015","2.93443754","7.0842E-4","0.34078081","0.36029412","17","6","false","SHOC2","41.11764706","17","0","0","0.7850625","false","0","SHOC2","24316","0.11533377"
"12017","3.2484472","4.6506E-4","0.30783939","0.42857143","14","6","false","PPP1R3D","18.78571429","14","0","0","0.75017253","false","0","PPP1R3D","7858","0.12866928"
"12025","3.3968254","4.6524E-4","0.29439252","0.22222222","9","6","false","EHBP1L1","14.33333333","9","0","0","0.73368607","false","0","EHBP1L1","8266","0.13417191"
"12031","3.12560386","0.00112941","0.31993818","0.53571429","8","6","false","CNPY3","68.75","8","0","0","0.76382179","false","0","CNPY3","31288","0.27390438"
"12033","3.47964113","2.8444E-4","0.28738596","0.2","5","6","false","SFXN5","16.8","5","0","0","0.72448432","false","0","SFXN5","6336","0.21558442"
"12051","3.47826087","0.00123931","0.2875","0.14285714","8","6","false","SLC45A4","13.25","8","0","0","0.72463768","false","0","SLC45A4","25276","0.13552632"
"12061","3.44306418","4.316E-5","0.29043897","0.46666667","6","6","false","COL9A3","23.33333333","6","0","0","0.72854842","false","0","COL9A3","1966","0.25925926"
"12125","3.66873706","1.9012E-4","0.27257336","0.0","3","7","false","TMCC1","15.0","3","0","0","0.70347366","false","0","TMCC1","4914","0.33333333"
"12129","3.8447205","0.0","0.26009693","0.0","1","7","false","TRIQK","21.0","1","0","0","0.68391994","false","0","TRIQK","0","0.0"
"12135","4.46238785","0.0","0.22409527","0.0","1","8","false","TRIM58","6.0","1","0","0","0.61529024","false","0","TRIM58","0","0.0"
"12139","3.85852312","7.9E-6","0.25916652","0.33333333","3","7","false","PRSS36","12.0","3","0","0","0.68238632","false","0","PRSS36","138","0.38888889"
"12149","3.61628709","2.02E-6","0.27652672","0.66666667","3","7","false","CPEB2","17.0","3","0","0","0.70930143","false","0","CPEB2","78","0.37777778"
"12153","4.29606625","2.5E-5","0.23277108","0.0","2","8","false","ST8SIA4","7.5","2","0","0","0.63377042","false","0","ST8SIA4","240","0.5"
"12156","4.2505176","5.292E-5","0.23526547","0.0","3","7","false","MFSD1","4.66666667","3","0","0","0.63883138","false","0","MFSD1","544","0.33333333"
"12161","3.57073844","8.81E-6","0.28005412","0.33333333","3","6","false","CPM","25.0","3","0","0","0.7143624","false","0","CPM","250","0.3627451"
"12165","4.11180124","0.0","0.24320242","0.0","1","7","false","CPNE2","11.0","1","0","0","0.65424431","false","0","CPNE2","0","0.0"
"12172","3.61352657","2.3746E-4","0.27673797","0.06666667","6","6","false","PPM1H","8.5","6","0","0","0.70960816","false","0","PPM1H","4862","0.18650794"
"12194","3.92546584","1.9208E-4","0.25474684","0.0","2","7","false","CR1L","16.0","2","0","0","0.67494824","false","0","CR1L","4210","0.5"
"12196","3.96687371","0.00146516","0.25208768","0.0","4","7","false","TMEM120A","5.0","4","0","0","0.67034737","false","0","TMEM120A","25074","0.25"
"12199","3.34230504","1.426E-5","0.29919471","0.0","3","7","false","FGFBP2","48.33333333","3","0","0","0.73974388","false","0","FGFBP2","702","0.34299517"
"12241","3.35127674","0.00122592","0.29839374","0.07142857","8","6","false","PITPNA","16.75","8","0","0","0.73874703","false","0","PITPNA","30544","0.13771186"
"12272","3.61283644","1.99E-6","0.27679083","0.33333333","3","7","false","SFTPB","38.33333333","3","0","0","0.70968484","false","0","SFTPB","60","0.45783133"
"12305","2.97032436","0.00130035","0.33666357","0.37362637","14","6","false","DOK3","59.35714286","14","0","0","0.78107507","false","0","DOK3","46312","0.1675435"
"12360","3.31746032","5.316E-5","0.30143541","0.2","5","7","false","PRAM1","43.4","5","0","0","0.74250441","false","0","PRAM1","1586","0.25903614"
"12378","3.60110421","1.9657E-4","0.2776926","0.1","5","7","false","TMX4","14.6","5","0","0","0.71098842","false","0","TMX4","3128","0.23728814"
"12380","3.47550035","4.4613E-4","0.28772836","0.0","5","7","false","PPM1F","18.4","5","0","0","0.72494441","false","0","PPM1F","8822","0.20470588"
"12399","2.80331263","5.2163E-4","0.35672083","0.4","16","6","false","F11R","72.6875","16","0","0","0.79963193","false","0","F11R","18398","0.15036232"
"12421","3.3126294","6.987E-5","0.301875","0.2","5","6","false","CSTB","32.4","5","0","0","0.74304118","false","0","CSTB","1684","0.24615385"
"12436","3.72463768","1.791E-5","0.26848249","0.66666667","3","6","false","ZNF516","16.0","3","0","0","0.69726248","false","0","ZNF516","364","0.37209302"
"12442","3.10213941","0.00184478","0.32235818","0.24358974","13","6","false","TLE3","31.15384615","13","0","0","0.76642895","false","0","TLE3","54666","0.13709402"
"12445","3.72394755","6.442E-5","0.26853225","0.0","3","7","false","CTBS","13.0","3","0","0","0.69733916","false","0","CTBS","1380","0.33333333"
"12447","3.49965493","2.5408E-4","0.28574246","0.2","5","7","false","NAGA","21.0","5","0","0","0.72226056","false","0","NAGA","4200","0.24235294"
"12450","3.3347136","2.7746E-4","0.29987583","0.25","8","6","false","SUPT4H1","18.0","8","0","0","0.74058738","false","0","SUPT4H1","4978","0.15326087"
"12453","3.58247067","8.73E-6","0.27913697","0.0","2","7","false","TSHZ3","24.5","2","0","0","0.71305881","false","0","TSHZ3","314","0.52222222"
"12455","3.22981366","8.1457E-4","0.30961538","0.18095238","15","6","false","MLLT1","16.26666667","15","0","0","0.75224293","false","0","MLLT1","14344","0.09818182"
"12458","3.11801242","7.7749E-4","0.32071713","0.24242424","12","6","false","ELL","24.33333333","12","0","0","0.76466529","false","0","ELL","18200","0.11073059"
"12464","4.07867495","5.157E-5","0.24517766","0.0","3","7","false","TIMM17B","7.33333333","3","0","0","0.65792501","false","0","TIMM17B","518","0.33333333"
"12468","3.69496204","1.6379E-4","0.27063877","0.0","3","7","false","ZNF710","13.33333333","3","0","0","0.70055977","false","0","ZNF710","4000","0.33333333"
"12475","3.67908903","1.545E-4","0.27180642","0.0","2","7","false","FAM53C","18.5","2","0","0","0.70232344","false","0","FAM53C","4238","0.5"
"12486","3.3968254","1.2757E-4","0.29439252","0.33333333","6","6","false","DSC2","19.16666667","6","0","0","0.73368607","false","0","DSC2","3242","0.19618056"
"12488","3.41476881","1.1131E-4","0.29284559","0.1","5","6","false","NARF","20.4","5","0","0","0.73169235","false","0","NARF","2100","0.22247191"
"12490","3.478951","8.6E-7","0.28744297","0.0","2","6","false","MAP3K6","40.0","2","0","0","0.724561","false","0","MAP3K6","60","0.57352941"
"12516","3.49620428","6.586E-5","0.28602448","0.2","6","7","false","SNX10","17.0","6","0","0","0.72264397","false","0","SNX10","1524","0.21153846"
"12565","3.06832298","4.701E-5","0.32591093","0.51470588","17","6","false","IL10RB","50.05882353","17","0","0","0.77018634","false","0","IL10RB","2336","0.18115942"
"12597","3.73222912","7.29E-6","0.26793639","0.0","2","7","false","TMEM170B","17.0","2","0","0","0.69641899","false","0","TMEM170B","134","0.5"
"12609","4.85921325","0.0","0.20579463","0.0","1","8","false","CUEDC1","4.0","1","0","0","0.57119853","false","0","CUEDC1","0","0.0"
"12615","4.03450656","1.118E-5","0.24786179","0.0","2","7","false","MPPE1","6.0","2","0","0","0.6628326","false","0","MPPE1","250","0.5"
"12637","3.24361629","3.3781E-4","0.30829787","0.32142857","8","6","false","NFE2","33.375","8","0","0","0.7507093","false","0","NFE2","13376","0.17876344"
"12697","4.02829538","2.824E-5","0.24824396","0.0","2","7","false","CYB5R1","6.5","2","0","0","0.66352274","false","0","CYB5R1","204","0.5"
"12700","3.4679089","1.5353E-4","0.28835821","0.0","4","7","false","CYB5R4","21.0","4","0","0","0.7257879","false","0","CYB5R4","2678","0.25641026"
"12743","3.15804003","3.148E-5","0.3166521","0.48351648","14","6","false","IFNGR2","42.0","14","0","0","0.76021777","false","0","IFNGR2","1604","0.1807266"
"12774","3.42374051","9.988E-4","0.29207821","0.1","5","6","false","TRPM2","21.8","5","0","0","0.7306955","false","0","TRPM2","26418","0.20784314"
"12807","3.60248447","1.984E-5","0.27758621","0.0","3","7","false","EIF4E3","15.33333333","3","0","0","0.71083506","false","0","EIF4E3","562","0.34126984"
"12810","3.97584541","0.0","0.25151883","0.0","1","7","false","MESP1","9.0","1","0","0","0.66935051","false","0","MESP1","0","0.0"
"12814","3.37612146","0.00311697","0.29619787","0.0","8","7","false","SULT1A1","15.375","8","0","0","0.7359865","false","0","SULT1A1","77646","0.13561321"
"12846","3.39751553","4.872E-5","0.29433272","0.16666667","4","7","false","LST1","45.5","4","0","0","0.73360939","false","0","LST1","1372","0.29801325"
"12860","3.12698413","2.816E-5","0.31979695","0.33333333","6","6","false","RIT1","46.83333333","6","0","0","0.76366843","false","0","RIT1","1292","0.22037915"
"12873","3.47688061","1.436E-5","0.28761413","0.33333333","4","7","false","DAP","21.25","4","0","0","0.72479104","false","0","DAP","294","0.28767123"
"12876","3.14561767","1.2794E-4","0.31790259","0.26666667","6","6","false","DUSP18","53.16666667","6","0","0","0.76159804","false","0","DUSP18","4136","0.24651163"
"12898","3.90959282","1.091E-5","0.25578111","0.0","2","7","false","TSPAN5","11.0","2","0","0","0.67671191","false","0","TSPAN5","272","0.5"
"12900","3.02484472","3.537E-5","0.33059548","0.51282051","13","6","false","PIK3AP1","64.69230769","13","0","0","0.77501725","false","0","PIK3AP1","2282","0.19485635"
"12913","3.30779848","8.3E-6","0.30231588","0.33333333","3","6","false","DAZAP2","47.66666667","3","0","0","0.74357795","false","0","DAZAP2","252","0.36692506"
"12942","3.24223602","1.6559E-4","0.30842912","0.30555556","9","6","false","JDP2","33.55555556","9","0","0","0.75086266","false","0","JDP2","5012","0.18684047"
"12949","2.94409938","0.00117958","0.33966245","0.16374269","19","6","false","MAP4K4","46.0","19","0","0","0.78398896","false","0","MAP4K4","41322","0.12579526"
"12963","3.5741891","2.137E-5","0.27978374","0.0","2","7","false","DDX60L","24.5","2","0","0","0.71397899","false","0","DDX60L","792","0.5"
"12964","3.49620428","3.6202E-4","0.28602448","0.04761905","7","7","false","RRP12","13.85714286","7","0","0","0.72264397","false","0","RRP12","5556","0.15834768"
"12969","3.51414769","1.102E-4","0.28456402","0.3","5","7","false","RALY","15.4","5","0","0","0.72065026","false","0","RALY","1486","0.23809524"
"12987","3.25672878","8.9863E-4","0.30705658","0.02777778","9","6","false","SIPA1L1","19.88888889","9","0","0","0.74925236","false","0","SIPA1L1","22054","0.13000756"
"13021","4.60386473","3.711E-5","0.21720881","0.0","2","7","false","DHRS7","5.0","2","0","0","0.59957059","false","0","DHRS7","330","0.5"
"13022","4.1994479","2.1471E-4","0.23812654","0.0","2","7","false","NRM","6.0","2","0","0","0.64450579","false","0","NRM","4634","0.5"
"13025","3.36024845","0.00105809","0.29759704","0.33333333","4","6","false","DHRS7B","33.75","4","0","0","0.73775017","false","0","DHRS7B","22748","0.29867257"
"13029","4.27329193","0.0","0.23401163","1.0","2","7","false","NATD1","6.0","2","0","0","0.6363009","false","0","NATD1","0","0.6"
"13037","3.28502415","1.8897E-4","0.30441176","0.06666667","6","6","false","SRPK1","25.0","6","0","0","0.74610843","false","0","SRPK1","4322","0.17892157"
"13040","4.63146998","0.0","0.21591417","0.0","1","7","false","DIP2B","5.0","1","0","0","0.59650334","false","0","DIP2B","0","0.0"
"13059","3.12698413","0.00156486","0.31979695","0.2875817","18","6","false","KCNJ2","25.61111111","18","0","0","0.76366843","false","0","KCNJ2","51864","0.11886305"
"13062","3.40372671","9.839E-5","0.29379562","0.16666667","4","7","false","LRFN1","24.0","4","0","0","0.73291925","false","0","LRFN1","1892","0.27647059"
"13064","3.1152519","1.8012E-4","0.32100133","0.33333333","4","6","false","LRRC4","63.75","4","0","0","0.76497201","false","0","LRRC4","5286","0.28995434"
"13079","3.39061422","1.6676E-4","0.29493181","0.1","5","7","false","LRFN2","20.6","5","0","0","0.7343762","false","0","LRFN2","2730","0.21978022"
"13086","3.0621118","0.00316688","0.32657201","0.19166667","16","6","false","KCNB1","23.625","16","0","0","0.77087647","false","0","KCNB1","93384","0.09275794"
"13096","3.39061422","9.9938E-4","0.29493181","0.1","5","7","false","ZDHHC7","19.4","5","0","0","0.7343762","false","0","ZDHHC7","24450","0.21123596"
"13102","2.97377502","7.6991E-4","0.33627292","0.24175824","14","6","false","RGS14","45.28571429","14","0","0","0.78069166","false","0","RGS14","24460","0.12881563"
"13111","3.09247757","2.3653E-4","0.32336532","0.26666667","10","6","false","SEMA4B","38.2","10","0","0","0.76750249","false","0","SEMA4B","7380","0.15785124"
"13117","3.68253968","2.085E-5","0.27155172","0.0","2","7","false","TPRG1L","18.5","2","0","0","0.70194004","false","0","TPRG1L","346","0.5"
"13119","4.16701173","1.2889E-4","0.23998013","0.0","2","8","false","GRAMD1A","7.0","2","0","0","0.64810981","false","0","GRAMD1A","2662","0.5"
"13121","3.70531401","1.0894E-4","0.26988266","0.0","4","7","false","HS1BP3","13.25","4","0","0","0.69940955","false","0","HS1BP3","2426","0.2606383"
"13129","3.27467219","3.0685E-4","0.30537408","0.19047619","7","6","false","ERP44","23.57142857","7","0","0","0.74725865","false","0","ERP44","6448","0.16977226"
"13150","3.04623879","4.54E-4","0.32827367","0.24444444","10","6","false","PTPRE","41.6","10","0","0","0.77264013","false","0","PTPRE","13780","0.14716312"
"13157","3.6031746","2.6429E-4","0.27753304","0.14285714","8","7","false","RNF24","8.75","8","0","0","0.71075838","false","0","RNF24","3464","0.14655172"
"13175","3.9068323","3.25E-6","0.25596184","0.0","2","7","false","UHRF1BP1L","11.5","2","0","0","0.67701863","false","0","UHRF1BP1L","50","0.525"
"13185","2.90545204","0.00207963","0.34418052","0.34285714","21","6","false","PYGL","32.9047619","21","0","0","0.78828311","false","0","PYGL","53760","0.08939925"
"13187","4.55141477","0.0","0.2197119","0.0","1","8","false","SRD5A3","5.0","1","0","0","0.60539836","false","0","SRD5A3","0","0.0"
"13189","4.55141477","0.0","0.2197119","0.0","1","8","false","PIGX","5.0","1","0","0","0.60539836","false","0","PIGX","0","0.0"
"13219","3.70255349","2.1897E-4","0.27008388","0.26666667","6","6","false","TMEM43","9.0","6","0","0","0.69971628","false","0","TMEM43","4020","0.21031746"
"13246","2.94547964","6.943E-5","0.33950328","0.43939394","12","6","false","DUSP6","68.58333333","12","0","0","0.7838356","false","0","DUSP6","3066","0.19707854"
"13263","3.40165631","1.1918E-4","0.29397444","0.0","5","6","false","PPP1R18","19.0","5","0","0","0.7331493","false","0","PPP1R18","2614","0.2195122"
"13296","3.49620428","2.1134E-4","0.28602448","0.2","5","7","false","RYBP","17.4","5","0","0","0.72264397","false","0","RYBP","6808","0.22666667"
"13299","3.66390614","1.0325E-4","0.27293276","0.0","3","7","false","ECE1","14.0","3","0","0","0.70401043","false","0","ECE1","2428","0.33333333"
"13300","3.93995859","2.0312E-4","0.25380977","0.0","4","7","false","SERTAD3","4.75","4","0","0","0.67333793","false","0","SERTAD3","3822","0.25"
"13302","3.35610766","4.4094E-4","0.29796422","0.19047619","7","6","false","SPINT1","15.71428571","7","0","0","0.73821026","false","0","SPINT1","13252","0.16770186"
"13316","4.41614907","0.0","0.22644163","0.0","1","8","false","EFCAB12","9.0","1","0","0","0.62042788","false","0","EFCAB12","0","0.0"
"13317","3.4168392","0.0016932","0.29266815","0.11111111","9","7","false","GLRX5","14.22222222","9","0","0","0.73146231","false","0","GLRX5","45882","0.14203895"
"13320","3.49965493","5.0501E-4","0.28574246","0.1","5","7","false","TRIM67","14.6","5","0","0","0.72226056","false","0","TRIM67","11686","0.21212121"
"13338","3.17391304","1.2333E-4","0.31506849","0.28571429","8","6","false","SEMA6B","33.0","8","0","0","0.75845411","false","0","SEMA6B","3528","0.16772959"
"13378","3.72601794","3.9067E-4","0.26838303","0.4","6","6","false","KCNK7","9.0","6","0","0","0.69710912","false","0","KCNK7","7512","0.21666667"
"13380","3.76673568","0.0","0.26548186","1.0","4","6","false","FAM89B","11.75","4","0","0","0.69258492","false","0","FAM89B","0","0.33571429"
"13383","3.64596273","8.742E-5","0.27427598","0.4","6","6","false","FRMD8","10.66666667","6","0","0","0.70600414","false","0","FRMD8","1462","0.20666667"
"13402","3.20082816","0.0018354","0.31241915","0.07575758","12","6","false","RPS12","18.41666667","12","0","0","0.75546354","false","0","RPS12","43744","0.10650888"
"13404","3.96411318","1.7044E-4","0.25226323","0.1","5","7","false","NOP10","6.6","5","0","0","0.67065409","false","0","NOP10","2232","0.21428571"
"13406","3.37819186","7.6493E-4","0.29601634","0.05555556","9","7","false","RBM23","13.0","9","0","0","0.73575646","false","0","RBM23","14748","0.11965812"
"13419","3.58247067","8.357E-5","0.27913697","0.16666667","4","7","false","NABP1","16.25","4","0","0","0.71305881","false","0","NABP1","1504","0.29166667"
"13426","4.77708765","0.0","0.20933256","0.0","1","8","false","ENKD1","5.0","1","0","0","0.58032359","false","0","ENKD1","0","0.0"
"13470","3.80952381","0.0","0.2625","1.0","2","7","false","PANX2","21.5","2","0","0","0.68783069","false","0","PANX2","0","0.58108108"
"13513","3.01035197","4.2249E-4","0.33218707","0.18181818","11","6","false","LITAF","43.36363636","11","0","0","0.77662756","false","0","LITAF","13448","0.13650703"
"13515","3.1352657","8.4311E-4","0.31895223","0.15555556","10","6","false","TOM1","32.8","10","0","0","0.76274826","false","0","TOM1","23318","0.14840183"
"13536","3.0931677","0.00150921","0.32329317","0.14285714","7","6","false","ERF","43.71428571","7","0","0","0.76742581","false","0","ERF","30486","0.18498168"
"13539","4.06970324","5.243E-5","0.24571816","0.0","2","7","false","MTMR11","5.5","2","0","0","0.65892186","false","0","MTMR11","930","0.5"
"13552","3.4899931","8.019E-5","0.28653352","0.16666667","4","6","false","YIPF3","20.75","4","0","0","0.7233341","false","0","YIPF3","1666","0.25961538"
"13554","3.23878537","2.274E-5","0.30875772","0.2","6","6","false","ESRRA","36.16666667","6","0","0","0.75124607","false","0","ESRRA","994","0.22929936"
"13573","3.14492754","3.2046E-4","0.31797235","0.13333333","6","6","false","TDP2","46.16666667","6","0","0","0.76167472","false","0","TDP2","7854","0.21044547"
"13597","3.87853692","0.0","0.25782918","0.0","1","7","false","EVI5","22.0","1","0","0","0.68016256","false","0","EVI5","0","0.0"
"13611","2.87922705","0.00371748","0.34731544","0.19166667","16","6","false","RALB","51.0","16","0","0","0.79119699","false","0","RALB","105094","0.12577351"
"13616","3.07867495","4.4369E-4","0.32481506","0.16666667","12","6","false","TNFAIP2","37.66666667","12","0","0","0.76903612","false","0","TNFAIP2","14768","0.1417298"
"13640","3.52795031","2.7303E-4","0.2834507","0.23809524","7","7","false","F12","16.0","7","0","0","0.71911663","false","0","F12","5156","0.17817014"
"13648","3.13940649","3.6164E-4","0.31853155","0.08333333","9","6","false","F2RL1","34.77777778","9","0","0","0.76228817","false","0","F2RL1","10432","0.1465721"
"13651","3.4168392","3.3592E-4","0.29266815","0.23809524","7","7","false","ST14","18.42857143","7","0","0","0.73146231","false","0","ST14","10098","0.18614719"
"13655","3.40234645","5.4789E-4","0.29391481","0.14285714","7","6","false","TMEM184B","25.71428571","7","0","0","0.73307262","false","0","TMEM184B","17534","0.27329193"
"13659","3.02484472","4.179E-5","0.33059548","0.71428571","8","6","false","S1PR3","78.375","8","0","0","0.77501725","false","0","S1PR3","1678","0.26567797"
"13664","3.42719117","1.0196E-4","0.29178413","0.1","5","6","false","FAM20C","21.8","5","0","0","0.73031209","false","0","FAM20C","3418","0.23043478"
"13680","2.89717046","3.6466E-4","0.34516436","0.25833333","16","6","false","TRIM21","55.0625","16","0","0","0.78920328","false","0","TRIM21","15284","0.13562192"
"13686","3.478951","1.784E-5","0.28744297","0.0","3","7","false","MSRB2","28.0","3","0","0","0.724561","false","0","MSRB2","448","0.35526316"
"13702","3.50724638","2.905E-5","0.28512397","0.0","3","7","false","HIPK3","23.0","3","0","0","0.72141707","false","0","HIPK3","518","0.33333333"
"13708","5.22291235","0.0","0.19146406","0.0","1","8","false","FAM126B","4.0","1","0","0","0.53078752","false","0","FAM126B","0","0.0"
"13709","4.22360248","0.00141666","0.23676471","0.0","4","7","false","RFTN2","4.75","4","0","0","0.64182195","false","0","RFTN2","41494","0.25"
"13718","4.12698413","7.258E-5","0.24230769","0.0","2","7","false","FAM214B","12.0","2","0","0","0.65255732","false","0","FAM214B","668","0.5"
"13734","3.98067633","2.785E-5","0.25121359","0.33333333","3","7","false","FBRS","9.33333333","3","0","0","0.66881374","false","0","FBRS","314","0.375"
"13743","3.20979986","5.7561E-4","0.3115459","0.29090909","11","6","false","FCGRT","46.27272727","11","0","0","0.75446668","false","0","FCGRT","15986","0.20627803"
"13910","3.83574879","1.55E-5","0.26070529","0.0","3","7","false","RCN3","7.33333333","3","0","0","0.6849168","false","0","RCN3","372","0.33333333"
"14012","4.03243616","0.0","0.24798905","0.0","1","7","false","LRRC61","13.0","1","0","0","0.66306265","false","0","LRRC61","0","0.0"
"14032","3.49413389","4.801E-5","0.28619396","0.0","4","6","false","SCN9A","16.5","4","0","0","0.72287401","false","0","SCN9A","894","0.26271186"
"14120","3.62939959","1.8361E-4","0.27552767","0.2","6","7","false","ORAI3","10.66666667","6","0","0","0.70784449","false","0","ORAI3","2596","0.19496855"
"14126","3.73913043","4.232E-5","0.26744186","0.4","5","7","false","ORAI2","9.4","5","0","0","0.69565217","false","0","ORAI2","1116","0.26111111"
"14143","3.47964113","2.0087E-4","0.28738596","0.4","5","6","false","FKBP9","22.0","5","0","0","0.72448432","false","0","FKBP9","4016","0.2725"
"14156","3.521049","8.769E-5","0.28400627","0.1","5","6","false","MGRN1","16.6","5","0","0","0.71988344","false","0","MGRN1","2360","0.26229508"
"14177","3.88543823","0.0","0.25737123","1.0","2","6","false","SLC48A1","12.0","2","0","0","0.67939575","false","0","SLC48A1","0","0.57142857"
"14200","4.11387164","2.244E-5","0.24308002","0.0","2","7","false","OGFR","11.5","2","0","0","0.65401426","false","0","OGFR","246","0.5"
"14208","3.3326432","5.959E-5","0.30006212","0.0","4","6","false","FOLR3","41.25","4","0","0","0.74081742","false","0","FOLR3","1366","0.28956835"
"14216","3.75500345","3.17E-6","0.26631134","0.0","2","7","false","IRF2BPL","17.0","2","0","0","0.69388851","false","0","IRF2BPL","62","0.5"
"14226","3.63077985","2.535E-5","0.27542292","0.3","5","7","false","STK40","15.8","5","0","0","0.70769113","false","0","STK40","530","0.28"
"14230","3.32781228","1.5394E-4","0.30049772","0.1","5","6","false","YIPF1","25.2","5","0","0","0.74135419","false","0","YIPF1","3682","0.21964286"
"14270","3.07453416","4.9538E-4","0.32525253","0.11538462","13","6","false","NFIC","28.15384615","13","0","0","0.7694962","false","0","NFIC","13124","0.12126302"
